ID,Name,From,To,Height,Weight,Birth Date,Age,Nationality,Position,Shoots,College,Experience,Draft Year,Draft Round,Draft Pick,Draft Team,URL
160,Al Attles,1960-61,1970-71,183.0,79.0,1936-11-07,89.0,New Jersey,Point Guard,Right,North Carolina A&T,11,1960.0,5.0,7.0,Philadelphia Warriors,a/attleal01.html
162,Stacey Augmon,1991-92,2005-06,203.0,92.0,1968-08-01,57.0,California,Shooting Guard and Small Forward,Left,UNLV,15,1991.0,1.0,9.0,Atlanta Hawks,a/augmost01.html
163,D.J. Augustin,2008-09,2021-22,180.0,83.0,1987-11-10,38.0,Louisiana,Point Guard,Right,Texas,14,2008.0,1.0,9.0,Charlotte Bobcats,a/augusdj01.html
164,James Augustine,2006-07,2007-08,208.0,106.0,1984-02-27,42.0,Illinois,Power Forward,Left,Illinois,2,2006.0,2.0,11.0,Orlando Magic,a/augusja01.html
165,Isaac Austin,1991-92,2001-02,208.0,115.0,1969-08-18,56.0,California,Center,Right,Arizona State,9,1991.0,2.0,21.0,Utah Jazz,a/austiis01.html
166,Johnny Austin,1966-67,1966-67,183.0,77.0,1944-08-31,81.0,District of Columbia,Shooting Guard,Right,Boston College,1,1966.0,4.0,8.0,Boston Celtics,a/austijo01.html
167,Ken Austin,1983-84,1983-84,206.0,92.0,1961-07-15,65.0,California,Small Forward,Right,Rice University,1,1983.0,5.0,8.0,Detroit Pistons,a/austike01.html
168,Deni Avdija,2020-21,2025-26,203.0,103.0,2001-01-03,25.0,Israel,Small Forward,Right,,6,2020.0,1.0,9.0,Washington Wizards,a/avdijde01.html
169,Anthony Avent,1992-93,1999-00,206.0,106.0,1969-10-18,56.0,North Carolina,Power Forward,Right,Seton Hall,6,1991.0,1.0,15.0,Atlanta Hawks,a/aventan01.html
170,Bird Averitt,1976-77,1977-78,185.0,77.0,1952-07-22,73.0,Kentucky,Shooting Guard,Left,Pepperdine,2,1973.0,4.0,3.0,Portland Trail Blazers,a/averibi01.html
171,William Avery,1999-00,2001-02,188.0,89.0,1979-08-08,46.0,Georgia,Point Guard,Right,Duke,3,1999.0,1.0,14.0,Minnesota Timberwolves,a/averywi01.html
172,Dennis Awtrey,1970-71,1981-82,208.0,106.0,1948-02-22,78.0,California,Center,Right,Santa Clara,12,1970.0,3.0,12.0,Philadelphia 76ers,a/awtrede01.html
173,Joel Ayayi,2021-22,2021-22,193.0,81.0,2000-03-05,26.0,France,Shooting Guard,Right,Gonzaga,1,,,,,a/ayayijo01.html
174,Gustavo Ayón,2011-12,2013-14,208.0,113.0,1985-04-01,41.0,Mexico,Center and Power Forward,Right,,3,,,,,a/ayongu01.html
175,Jeff Ayres,2009-10,2015-16,206.0,108.0,1987-04-29,39.0,California,Power Forward and Center,Right,Arizona State,6,2009.0,2.0,1.0,Sacramento Kings,p/pendeje02.html
176,Deandre Ayton,2018-19,2025-26,213.0,114.0,1998-07-23,27.0,Bahamas,Center,Right,Arizona,8,2018.0,1.0,1.0,Phoenix Suns,a/aytonde01.html
177,Kelenna Azubuike,2006-07,2011-12,196.0,99.0,1983-12-16,42.0,United Kingdom,Shooting Guard and Small Forward,Right,Kentucky,5,,,,,a/azubuke01.html
178,Udoka Azubuike,2020-21,2023-24,211.0,122.0,1999-09-17,26.0,Nigeria,Center,Right,Kansas,4,2020.0,1.0,27.0,Utah Jazz,a/azubuud01.html
179,Chris Babb,2013-14,2013-14,196.0,102.0,1990-02-14,36.0,Texas,Shooting Guard,Right,Penn State,1,,,,,b/babbch01.html
180,Luke Babbitt,2010-11,2017-18,206.0,102.0,1989-06-20,37.0,Ohio,Small Forward and Power Forward,Left,Nevada,8,2010.0,1.0,16.0,Minnesota Timberwolves,b/babbilu01.html
181,Miloš Babić,1990-91,1991-92,213.0,108.0,1968-11-23,57.0,Serbia,Center and Power Forward,Right,Tennessee Technological University,2,1990.0,2.0,23.0,Phoenix Suns,b/babicmi01.html
183,Dwayne Bacon,2017-18,2020-21,198.0,100.0,1995-08-30,30.0,Florida,Shooting Guard,Right,Florida State,4,2017.0,2.0,10.0,New Orleans Pelicans,b/bacondw01.html
185,Ibou Badji,2023-24,2023-24,208.0,108.0,2002-10-13,23.0,Senegal,Center,Right,,1,,,,,b/badjiib01.html
186,Jim Baechtold,1952-53,1956-57,193.0,92.0,1927-12-09,98.0,Pennsylvania,Small Forward,Right,Eastern Kentucky University,5,1952.0,1.0,2.0,Baltimore Bullets,b/baechji01.html
187,Dalibor Bagarić,2000-01,2002-03,216.0,115.0,1980-02-07,46.0,Germany,Center,Right,,3,2000.0,1.0,24.0,Chicago Bulls,b/bagarda01.html
188,John Bagley,1982-83,1993-94,183.0,83.0,1960-04-23,66.0,Connecticut,Point Guard,Right,Boston College,11,1982.0,1.0,12.0,Cleveland Cavaliers,b/baglejo01.html
189,Marcus Bagley,2024-25,2024-25,203.0,97.0,2001-10-23,24.0,Arizona,Small Forward,Right,Arizona State,1,,,,,b/baglema02.html
190,Marvin Bagley III,2018-19,2025-26,208.0,106.0,1999-03-14,27.0,Arizona,Power Forward and Center,Left,Duke,8,2018.0,1.0,2.0,Sacramento Kings,b/baglema01.html
191,Ace Bailey,2025-26,2025-26,206.0,90.0,2006-08-13,19.0,Tennessee,Small Forward,Right,Rutgers University,1,2025.0,1.0,5.0,Utah Jazz,b/baileac01.html
192,Amari Bailey,2023-24,2023-24,190.0,83.0,2004-02-17,22.0,Louisiana,Point Guard,Left,UCLA,1,2023.0,2.0,11.0,Charlotte Hornets,b/baileam01.html
193,Carl Bailey,1981-82,1981-82,213.0,95.0,1958-04-23,68.0,Alabama,Center,Right,Tuskegee University,1,1980.0,3.0,20.0,Seattle SuperSonics,b/baileca01.html
194,Gus Bailey,1974-75,1979-80,196.0,83.0,1951-02-18,75.0,North Carolina,Shooting Guard,Right,Texas-El Paso,5,1974.0,2.0,5.0,Houston Rockets,b/bailegu01.html
195,James Bailey,1979-80,1987-88,206.0,99.0,1957-05-21,69.0,Georgia,Power Forward,Right,Rutgers University,9,1979.0,1.0,6.0,Seattle SuperSonics,b/baileja01.html
196,Thurl Bailey,1983-84,1998-99,211.0,97.0,1961-04-07,65.0,District of Columbia,Power Forward and Small Forward,Right,NC State,12,1983.0,1.0,7.0,Utah Jazz,b/baileth01.html
197,Toby Bailey,1998-99,1999-00,198.0,96.0,1975-11-19,50.0,California,Shooting Guard,Right,UCLA,2,1998.0,2.0,16.0,Los Angeles Lakers,b/baileto01.html
198,Cameron Bairstow,2014-15,2015-16,206.0,113.0,1990-12-07,35.0,Australia,Center and Power Forward,Right,New Mexico,2,2014.0,2.0,19.0,Chicago Bulls,b/bairsca01.html
200,Mark Baker,1998-99,1998-99,185.0,79.0,1969-11-11,56.0,Ohio,Point Guard,Right,Ohio State,1,,,,,b/bakerla01.html
201,Maurice Baker,2004-05,2004-05,185.0,79.0,1979-07-28,46.0,Illinois,Point Guard,Right,Oklahoma State,1,,,,,b/bakerma01.html
203,Ron Baker,2016-17,2018-19,193.0,99.0,1993-03-30,33.0,Kansas,Shooting Guard,Right,Wichita State,3,,,,,b/bakerro01.html
204,Vin Baker,1993-94,2005-06,211.0,105.0,1971-11-23,54.0,Florida,Power Forward and Center,Right,University of Hartford,13,1993.0,1.0,8.0,Milwaukee Bucks,b/bakervi01.html
205,Adama-Alpha Bal,2025-26,2025-26,201.0,86.0,2003-12-18,22.0,France,Shooting Guard,Right,Arizona,1,,,,,b/balad01.html
206,Patrick Baldwin Jr.,2022-23,2025-26,213.0,99.0,2002-11-18,23.0,Wisconsin,Small Forward,Right,UW-Milwaukee,4,2022.0,1.0,28.0,Golden State Warriors,b/baldwpa01.html
207,Wade Baldwin,2016-17,2018-19,193.0,90.0,1996-03-29,30.0,New Jersey,Point Guard,Right,Vanderbilt,3,2016.0,1.0,17.0,Memphis Grizzlies,b/baldwwa01.html
208,Renaldo Balkman,2006-07,2011-12,203.0,94.0,1984-07-14,42.0,New York,Small Forward and Power Forward,Right,South Carolina,6,2006.0,1.0,20.0,New York Knicks,b/balkmre01.html
209,Cedric Ball,1990-91,1990-91,203.0,95.0,1968-04-16,58.0,Massachusetts,Power Forward,Right,UNC Charlotte,1,,,,,b/ballce01.html
210,LaMelo Ball,2020-21,2025-26,201.0,81.0,2001-08-22,24.0,California,Point Guard,Right,,6,2020.0,1.0,3.0,Charlotte Hornets,b/ballla01.html
211,Lonzo Ball,2017-18,2025-26,196.0,86.0,1997-10-27,28.0,California,Point Guard,Right,UCLA,7,2017.0,1.0,2.0,Los Angeles Lakers,b/balllo01.html
212,Greg Ballard,1977-78,1988-89,201.0,97.0,1955-01-29,71.0,California,Small Forward,Right,Oregon,11,1977.0,1.0,4.0,Washington Bullets,b/ballagr01.html
214,Mo Bamba,2018-19,2025-26,213.0,104.0,1998-05-12,28.0,New York,Center,Right,Texas,8,2018.0,1.0,6.0,Orlando Magic,b/bambamo01.html
215,Paolo Banchero,2022-23,2025-26,208.0,113.0,2002-11-12,23.0,Washington,Power Forward,Right,Duke,4,2022.0,1.0,1.0,Orlando Magic,b/banchpa01.html
216,Desmond Bane,2020-21,2025-26,198.0,97.0,1998-06-25,28.0,Indiana,Shooting Guard,Right,TCU,6,2020.0,1.0,30.0,Boston Celtics,b/banede01.html
217,Gene Banks,1981-82,1986-87,201.0,97.0,1959-05-15,67.0,Pennsylvania,Small Forward and Power Forward,Right,Duke,6,1981.0,2.0,5.0,San Antonio Spurs,b/banksge01.html
218,Marcus Banks,2003-04,2010-11,188.0,90.0,1981-11-19,44.0,Nevada,Point Guard,Right,Dixie State (UT),8,2003.0,1.0,13.0,Memphis Grizzlies,b/banksma01.html
220,Ken Bannister,1984-85,1990-91,206.0,106.0,1960-04-01,66.0,Maryland,Power Forward,Right,Indiana State University,5,1984.0,7.0,17.0,New York Knicks,b/bannike01.html
221,Mike Bantom,1973-74,1981-82,206.0,90.0,1951-12-03,74.0,Pennsylvania,Small Forward and Power Forward,Right,Saint Joseph's,9,1973.0,1.0,8.0,Phoenix Suns,b/bantomi01.html
222,Dalano Banton,2021-22,2025-26,203.0,92.0,1999-11-07,26.0,Ontario,Point Guard,Right,Nebraska,5,2021.0,2.0,16.0,Toronto Raptors,b/bantoda01.html
223,Cat Barber,2021-22,2021-22,188.0,81.0,1994-07-25,31.0,Virginia,Point Guard,Right,NC State,1,,,,,b/barbeca01.html
224,John Barber,1956-57,1956-57,198.0,95.0,1927-06-27,99.0,United States,Forward,Right,"California State University, Los Angeles",1,1956.0,7.0,3.0,Minneapolis Lakers,b/barbejo01.html
225,Leandro Barbosa,2003-04,2016-17,190.0,87.0,1982-11-28,43.0,Brazil,Shooting Guard and Point Guard,Right,,14,2003.0,1.0,28.0,San Antonio Spurs,b/barbole01.html
226,Steve Bardo,1991-92,1995-96,196.0,86.0,1968-04-05,58.0,Kentucky,Shooting Guard,Right,Illinois,3,1990.0,2.0,14.0,Atlanta Hawks,b/bardost01.html
227,J.J. Barea,2006-07,2019-20,178.0,81.0,1984-06-26,42.0,Puerto Rico,Point Guard and Shooting Guard,Right,Northeastern University,14,,,,,b/bareajo01.html
228,Andrea Bargnani,2006-07,2015-16,213.0,111.0,1985-10-26,40.0,Italy,Center and Power Forward,Right,,10,2006.0,1.0,1.0,Toronto Raptors,b/bargnan01.html
229,Cliff Barker,1949-50,1951-52,188.0,83.0,1921-01-15,105.0,Indiana,Shooting Guard,Right,Kentucky,3,1949.0,5.0,,Washington Capitols,b/barkecl01.html
230,Tom Barker,1976-77,1978-79,211.0,102.0,1955-03-11,71.0,Texas,Center,Right,Minnesota,2,1976.0,4.0,2.0,Atlanta Hawks,b/barketo01.html
231,Charles Barkley,1984-85,1999-00,198.0,114.0,1963-02-20,63.0,Alabama,Power Forward and Small Forward,Right,Auburn,16,1984.0,1.0,5.0,Philadelphia 76ers,b/barklch01.html
232,Erick Barkley,2000-01,2001-02,185.0,80.0,1978-02-21,48.0,New York,Point Guard,Right,St. John's,2,2000.0,1.0,28.0,Portland Trail Blazers,b/barkler01.html
233,Don Barksdale,1951-52,1954-55,198.0,90.0,1923-03-31,103.0,California,Power Forward and Small Forward,Right,UCLA,4,,,,,b/barksdo01.html
234,Dominick Barlow,2022-23,2025-26,206.0,97.0,2003-05-26,23.0,New Jersey,Power Forward and Small Forward,Right,,4,,,,,b/barlodo01.html
235,Harrison Barnes,2012-13,2025-26,201.0,102.0,1992-05-30,34.0,Iowa,Power Forward and Small Forward,Right,UNC,14,2012.0,1.0,7.0,Golden State Warriors,b/barneha02.html
236,Harry Barnes,1968-69,1968-69,190.0,92.0,1945-07-25,80.0,Ohio,Small Forward,Right,Northeastern University,1,1968.0,4.0,1.0,San Diego Rockets,b/barneha01.html
237,Jim Barnes,1964-65,1970-71,203.0,95.0,1941-04-13,85.0,Arkansas,Power Forward and Center,Right,Texas-El Paso,7,1964.0,1.0,1.0,New York Knicks,b/barneji01.html
238,Marvin Barnes,1976-77,1979-80,206.0,102.0,1952-07-27,73.0,Rhode Island,Power Forward,Right,Providence,4,1974.0,1.0,2.0,Philadelphia 76ers,b/barnema01.html
239,Matt Barnes,2003-04,2016-17,201.0,102.0,1980-03-09,46.0,California,Small Forward and Power Forward,Right,UCLA,14,2002.0,2.0,17.0,Memphis Grizzlies,b/barnema02.html
240,Scottie Barnes,2021-22,2025-26,203.0,107.0,2001-08-01,24.0,Florida,"Power Forward, Shooting Guard, and Small Forward",Right,Florida State,5,2021.0,1.0,4.0,Toronto Raptors,b/barnesc01.html
241,Dick Barnett,1959-60,1973-74,193.0,86.0,1936-10-02,89.0,Indiana,Shooting Guard,Left,Tennessee State,14,1959.0,1.0,5.0,Syracuse Nationals,b/barnedi01.html
242,Jim Barnett,1966-67,1976-77,193.0,77.0,1944-07-07,82.0,South Carolina,Shooting Guard and Point Guard,Right,Oregon,11,1966.0,1.0,8.0,Boston Celtics,b/barneji02.html
244,John Barnhill,1962-63,1968-69,185.0,81.0,1938-03-20,88.0,Kentucky,Point Guard and Shooting Guard,Right,Tennessee State,7,1959.0,11.0,6.0,St. Louis Hawks,b/barnhjo01.html
245,Norton Barnhill,1976-77,1976-77,193.0,92.0,1953-07-15,73.0,North Carolina,Shooting Guard,Right,Washington State,1,1976.0,8.0,12.0,Seattle SuperSonics,b/barnhno01.html
246,Brooks Barnhizer,2025-26,2025-26,196.0,104.0,2002-03-02,24.0,Indiana,Shooting Guard,Right,Northwestern,1,2025.0,2.0,14.0,Oklahoma City Thunder,b/barnhbr01.html
247,Leo Barnhorst,1949-50,1953-54,193.0,86.0,1924-05-11,102.0,Indiana,Small Forward,Right,Notre Dame,5,1949.0,2.0,2.0,Indianapolis Jets,b/barnhle01.html
249,Mike Barr,1976-77,1976-77,190.0,81.0,1950-10-19,75.0,Ohio,Shooting Guard,Left,Duquesne,1,1972.0,13.0,6.0,Chicago Bulls,b/barrmi01.html
250,Moe Barr,1970-71,1970-71,193.0,88.0,1944-06-19,82.0,Pennsylvania,Guard,Right,Duquesne,1,,,,,b/barrmo01.html
251,Andre Barrett,2004-05,2007-08,178.0,78.0,1982-02-21,44.0,New York,Point Guard,Right,Seton Hall,4,,,,,b/barrean01.html
252,Ernie Barrett,1953-54,1955-56,190.0,81.0,1929-08-27,96.0,Kansas,Shooting Guard,Right,Kansas State,2,1951.0,1.0,7.0,Boston Celtics,b/barreer01.html
254,RJ Barrett,2019-20,2025-26,198.0,97.0,2000-06-14,26.0,Ontario,Shooting Guard and Small Forward,Left,Duke,7,2019.0,1.0,3.0,New York Knicks,b/barrerj01.html
255,Earl Barron,2005-06,2014-15,213.0,113.0,1981-08-14,44.0,Mississippi,Center,Right,Memphis,8,,,,,b/barroea01.html
256,Dana Barros,1989-90,2003-04,180.0,73.0,1967-04-13,59.0,Massachusetts,Point Guard and Shooting Guard,Right,Boston College,14,1989.0,1.0,16.0,Seattle SuperSonics,b/barroda01.html
257,Brent Barry,1995-96,2008-09,198.0,83.0,1971-12-31,54.0,New York,Shooting Guard and Small Forward,Right,Oregon State,14,1995.0,1.0,15.0,Denver Nuggets,b/barrybr01.html
258,Drew Barry,1997-98,1999-00,196.0,86.0,1973-02-17,53.0,California,Point Guard and Shooting Guard,Right,Georgia Tech,3,1996.0,2.0,28.0,Seattle SuperSonics,b/barrydr01.html
259,Jon Barry,1992-93,2005-06,193.0,88.0,1969-07-25,56.0,California,Shooting Guard,Right,University of the Pacific,14,1992.0,1.0,21.0,Boston Celtics,b/barryjo01.html
260,Rick Barry,1965-66,1979-80,201.0,92.0,1944-03-28,82.0,New Jersey,Small Forward,Right,Miami (FL),10,1965.0,1.0,4.0,San Francisco Warriors,b/barryri01.html
261,Ed Bartels,1949-50,1950-51,196.0,88.0,1925-10-08,100.0,New York,Forward,Right,NC State,2,,,,,b/barteed01.html
262,Vic Bartolome,1971-72,1971-72,213.0,104.0,1948-09-29,77.0,California,Center,Right,Oregon State,1,1970.0,6.0,2.0,San Francisco Warriors,b/bartovi01.html
263,Will Barton,2012-13,2022-23,196.0,82.0,1991-01-06,35.0,Maryland,Shooting Guard and Small Forward,Right,Memphis,11,2012.0,2.0,10.0,Portland Trail Blazers,b/bartowi01.html
264,Eddie Basden,2005-06,2005-06,196.0,97.0,1983-02-15,43.0,New York,Small Forward,Right,UNC Charlotte,1,,,,,b/basdeed01.html
265,Jerry Baskerville,1975-76,1975-76,201.0,86.0,1951-11-10,74.0,Pennsylvania,Small Forward,Right,Temple,1,,,,,b/baskeje01.html
266,Brandon Bass,2005-06,2016-17,203.0,113.0,1985-04-30,41.0,Louisiana,Power Forward and Center,Right,LSU,12,2005.0,2.0,3.0,New Orleans Hornets,b/bassbr01.html
267,Paris Bass,2021-22,2021-22,203.0,90.0,1995-08-29,30.0,Michigan,Small Forward,Right,Detroit Mercy,1,,,,,b/basspa01.html
268,Tim Bassett,1976-77,1979-80,203.0,102.0,1951-04-01,75.0,District of Columbia,Power Forward,Left,College of Southern Idaho,4,1973.0,7.0,3.0,Buffalo Braves,b/basseti01.html
269,Charles Bassey,2021-22,2025-26,208.0,104.0,2000-10-28,25.0,Nigeria,Center,Right,Western Kentucky,5,2021.0,2.0,23.0,Philadelphia 76ers,b/bassech01.html
270,Maceo Baston,2002-03,2008-09,206.0,97.0,1975-05-29,51.0,Texas,Power Forward,Right,Michigan,4,1998.0,2.0,29.0,Chicago Bulls,b/bastoma01.html
271,Mengke Bateer,2001-02,2003-04,211.0,131.0,1975-11-20,50.0,China,Center,Right,,3,,,,,b/bateeme01.html
272,Billy Ray Bates,1979-80,1982-83,193.0,95.0,1956-05-31,70.0,Mississippi,Shooting Guard,Right,Kentucky State University,4,1978.0,3.0,3.0,Houston Rockets,b/batesbi01.html
273,Emoni Bates,2023-24,2024-25,206.0,91.0,2004-01-28,22.0,Michigan,Small Forward,Right,Memphis,2,2023.0,2.0,19.0,Cleveland Cavaliers,b/batesem01.html
274,Keita Bates-Diop,2018-19,2023-24,203.0,103.0,1996-01-23,30.0,Illinois,Small Forward and Power Forward,Right,Ohio State,6,2018.0,2.0,18.0,Minnesota Timberwolves,b/bateske01.html
275,Esteban Batista,2005-06,2006-07,208.0,122.0,1983-09-02,42.0,Uruguay,Power Forward,Left,,2,,,,,b/batises01.html
276,Mike Batiste,2002-03,2002-03,203.0,102.0,1977-11-21,48.0,California,Power Forward,Right,Arizona State,1,,,,,b/batismi01.html
277,Tony Battie,1997-98,2011-12,211.0,104.0,1976-02-11,50.0,Texas,Center and Power Forward,Right,Texas Tech,14,1997.0,1.0,5.0,Denver Nuggets,b/battito01.html
278,Shane Battier,2001-02,2013-14,203.0,99.0,1978-09-09,47.0,Michigan,Small Forward and Shooting Guard,Right,Duke,13,2001.0,1.0,6.0,Memphis Grizzlies,b/battish01.html
279,Jamison Battle,2024-25,2025-26,201.0,99.0,2001-05-10,25.0,Minnesota,Small Forward,Left,George Washington,2,,,,,b/battlja01.html
280,John Battle,1985-86,1994-95,188.0,79.0,1962-11-09,63.0,District of Columbia,Shooting Guard,Right,Rutgers University,10,1985.0,4.0,14.0,Atlanta Hawks,b/battljo01.html
281,Kenny Battle,1989-90,1992-93,198.0,95.0,1964-10-10,61.0,Illinois,Shooting Guard,Left,Northern Illinois,4,1989.0,1.0,27.0,Detroit Pistons,b/battlke01.html
282,Dave Batton,1982-83,1983-84,208.0,108.0,1956-03-26,70.0,Maryland,Center,Right,Notre Dame,2,1978.0,3.0,18.0,New Jersey Nets,b/battoda01.html
284,Nicolas Batum,2008-09,2025-26,201.0,104.0,1988-12-14,37.0,France,"Small Forward, Power Forward, and Shooting Guard",Right,,18,2008.0,1.0,25.0,Houston Rockets,b/batumni01.html
285,Damion Baugh,2024-25,2024-25,193.0,87.0,2000-08-03,25.0,Tennessee,Shooting Guard,Right,Memphis,1,,,,,b/baughda01.html
286,Johnny Baum,1969-70,1970-71,196.0,90.0,1946-06-17,80.0,Pennsylvania,Small Forward,Right,Peirce College,2,1968.0,15.0,6.0,Los Angeles Lakers,b/baumjo01.html
288,Lonny Baxter,2002-03,2005-06,203.0,117.0,1979-01-27,47.0,Maryland,Power Forward and Center,Right,Maryland,4,2002.0,2.0,15.0,Chicago Bulls,b/baxtelo01.html
289,Jerryd Bayless,2008-09,2018-19,190.0,90.0,1988-08-20,37.0,Arizona,Point Guard and Shooting Guard,Right,Arizona,11,2008.0,1.0,11.0,Indiana Pacers,b/bayleje01.html
290,Elgin Baylor,1958-59,1971-72,196.0,102.0,1934-09-16,91.0,District of Columbia,Small Forward,Right,College of Idaho,14,1956.0,14.0,2.0,Minneapolis Lakers,b/bayloel01.html
292,Aron Baynes,2012-13,2020-21,208.0,117.0,1986-12-09,39.0,New Zealand,Center,Right,Washington State,9,,,,,b/baynear01.html
293,Sergei Bazarevich,1994-95,1994-95,188.0,76.0,1965-03-16,61.0,Russia,Point Guard,Right,,1,,,,,b/bazarse01.html
294,Kent Bazemore,2012-13,2021-22,193.0,88.0,1989-07-01,37.0,North Carolina,Shooting Guard and Small Forward,Left,Old Dominion,10,,,,,b/bazemke01.html
295,Darius Bazley,2019-20,2023-24,206.0,97.0,2000-06-12,26.0,Massachusetts,Power Forward and Center,Left,,5,2019.0,1.0,23.0,Utah Jazz,b/bazleda01.html
296,Ed Beach,1950-51,1950-51,190.0,90.0,1929-01-25,97.0,New Jersey,Forward,Right,West Virginia,1,1950.0,5.0,11.0,Minneapolis Lakers,b/beached01.html
297,Bradley Beal,2012-13,2025-26,193.0,93.0,1993-06-28,33.0,Missouri,Shooting Guard,Right,Florida,14,2012.0,1.0,3.0,Washington Wizards,b/bealbr01.html
299,Butch Beard,1969-70,1978-79,190.0,83.0,1947-05-04,79.0,Kentucky,Point Guard,Right,Louisville,9,1969.0,1.0,10.0,Atlanta Hawks,b/beardbu01.html
300,Ralph Beard,1949-50,1950-51,178.0,79.0,1927-12-02,98.0,Kentucky,Guard,Right,Kentucky,2,1949.0,1.0,10.0,Chicago Stags,b/beardra01.html
302,Jerome Beasley,2003-04,2003-04,208.0,107.0,1980-05-17,46.0,California,Power Forward,Right,Midland College,1,2003.0,2.0,4.0,Miami Heat,b/beaslje01.html
304,Malik Beasley,2016-17,2024-25,193.0,84.0,1996-11-26,29.0,Georgia,Shooting Guard,Right,Florida State,9,2016.0,1.0,19.0,Denver Nuggets,b/beaslma01.html
305,Michael Beasley,2008-09,2018-19,206.0,106.0,1989-01-09,37.0,Maryland,Power Forward and Small Forward,Left,Kansas State,11,2008.0,1.0,2.0,Miami Heat,b/beaslmi01.html
306,Zelmo Beaty,1962-63,1974-75,206.0,102.0,1939-10-25,86.0,Texas,Center and Power Forward,Right,Prairie View A&M University,8,1962.0,1.0,3.0,St. Louis Hawks,b/beatyze01.html
307,Rodrigue Beaubois,2009-10,2012-13,183.0,77.0,1988-02-24,38.0,Guadeloupe,Point Guard,Right,,4,2009.0,1.0,25.0,Oklahoma City Thunder,b/beaubro01.html
308,MarJon Beauchamp,2022-23,2025-26,201.0,90.0,2000-10-12,25.0,Washington,Small Forward,Right,Yakima Valley Community College,4,2022.0,1.0,24.0,Milwaukee Bucks,b/beaucma01.html
309,Byron Beck,1976-77,1976-77,206.0,102.0,1945-01-25,81.0,Washington,Center and Power Forward,Right,Columbia Basin College,1,1967.0,2.0,3.0,Chicago Bulls,b/beckby01.html
310,Corey Beck,1995-96,1998-99,185.0,86.0,1971-05-27,55.0,Tennessee,Point Guard,Right,South Plains College,3,,,,,b/beckco01.html
311,Ernie Beck,1953-54,1960-61,193.0,86.0,1931-12-11,94.0,Pennsylvania,Shooting Guard,Right,Penn,7,1953.0,1.0,1.0,Philadelphia Warriors,b/becker01.html
315,William Bedford,1986-87,1992-93,213.0,102.0,1963-12-14,62.0,Tennessee,Center,Right,Memphis,6,1986.0,1.0,6.0,Phoenix Suns,b/bedfowi01.html
316,Reece Beekman,2024-25,2024-25,190.0,86.0,2001-10-08,24.0,Wisconsin,Point Guard,Right,Virginia,1,,,,,b/beekmre01.html
318,Ron Behagen,1973-74,1979-80,206.0,83.0,1951-01-14,75.0,New York,Power Forward,Right,Minnesota,7,1973.0,1.0,7.0,Kansas City-Omaha Kings,b/behagro01.html
319,Elmer Behnke,1951-52,1951-52,201.0,95.0,1929-02-03,97.0,Illinois,Center,Right,Bradley,1,1951.0,4.0,8.0,Rochester Royals,b/behnkel01.html
320,Marco Belinelli,2007-08,2019-20,196.0,99.0,1986-03-25,40.0,Italy,Shooting Guard and Small Forward,Right,,13,2007.0,1.0,18.0,Golden State Warriors,b/belinma01.html
321,Charlie Bell,2001-02,2010-11,190.0,90.0,1979-03-12,47.0,Michigan,Shooting Guard,Right,Michigan State,7,,,,,b/bellch01.html
322,Dennis Bell,1973-74,1975-76,196.0,83.0,1951-06-02,75.0,Ohio,Small Forward,Right,Drake University,3,1973.0,5.0,14.0,New York Knicks,b/bellde01.html
323,Jordan Bell,2017-18,2021-22,203.0,97.0,1995-01-07,31.0,California,Center,Right,Oregon,5,2017.0,2.0,8.0,Chicago Bulls,b/belljo01.html
324,Raja Bell,2000-01,2011-12,196.0,92.0,1976-09-19,49.0,U.S. Virgin Islands,Shooting Guard,Right,Boston University,12,,,,,b/bellra01.html
325,Troy Bell,2003-04,2003-04,185.0,81.0,1980-11-10,45.0,Minnesota,Point Guard,Right,Boston College,1,2003.0,1.0,16.0,Boston Celtics,b/belltr01.html
326,Whitey Bell,1959-60,1960-61,183.0,81.0,1932-09-13,93.0,Kentucky,Point Guard,Right,NC State,2,,,,,b/bellwh01.html
